score,review,date
0.0,前作に引き続き、あらゆる困難を天才的にアホな方法で乗り越えていくバーフバリ父子の姿にほれぼれする。戦闘シーンでは「ここがカッコいいから観て！」と、やたらにスローモーションが多用されるのがクセになる。見せたいものを見せる、という徹底した姿勢に哲学すら感じる。バラーラデーヴァを倒すシーンは前作の前フリそのままで予想通りなんだけど、その想像を超える迫力ある映像で見せてくれるのが素晴らしかった。,2022/11/05
3.0,前作の「伝説誕生」に続いての鑑賞。前作は面白かったのですが、同じような話で更に167分はちと辛かった。。最後まで見ましたけど、正直、途中で飽きてきました。前作は意味不明に大げさなＣＧやバーフバリの超人的な活躍が楽しかったのですが、連続で見ると慣れてきまして。。本作はバーフバリ（息子）の活躍はクライマックスくらいしかなくて、尺の多くはバーフバリ（父）の時代に「家庭のいざこざ」がこじれていくお話なんですよね。この手の映画にツッコミいれるのも野暮ですけど、私は本作では感情移入できる人がいなかったのです。敵役の兄や父親は言うに及ばず、バーフバリ（父）の嫁はメチャメチャ気が強くて姑（バーフバリの母）と無用なイザコザを誘発するし、忠臣カッタッパはバーフバリ（父）を殺したのに、しれっと「いい人」側の立ち位置になってるし、母シヴァガミはすぐに騙されて怒りに任せて自分勝手な意思判断をするし（＆見開いた目（瞳）がメチャ怖い）。。。観てて「なんだかな～」と思えてきました。前作と合わせて5時間以上になるので、お腹いっぱいを通り過ぎて食べ過ぎでお腹を壊してしまった感じ。こう考えると「RRR」の3時間は満腹感を感じるちょうどいい感じだったのですね。,2022/11/04
5.0,王の凱旋は何度でも最高ボルテージで鑑賞できるあらためてデーヴァセーナの「知らぬのですか？」×2煽りすぎで面白い そりゃLINEスタンプにもなる,2022/11/04
3.9,ツッコミどころは多いんだがそんなこと考えずにバーフバリのカッコ良さ分かればいっか！笑笑話もどーやって6時間弱の尺を使うのかって思ったけど、あー親子なのか！お父さんの尺長いから最後どうなるかと思ったけどちゃんと終わらせてくれてホッとした🤭✨分かるまで最初え？同一人物？🤔？？？混乱したけど、なるほどね。にしてもスケールでっかくて凄いから家のテレビで観たのが残念。これは大画面で観たほーがいいやつってわかってたけど、、😢,2022/11/04
4.0,個人的には2作目も劇場公開版の方が好きだけど、やっぱり2度目でもアクションシーンの斬新さと格好良さにはグッときた。ドラマシーンがメインで、どうやって終わるんだろうな〜と思い始めるタイミングで怒涛の展開を見せてくれるのが最高。アクションは一作目、ストーリーは本作のが好み。,2022/11/04
4.5,インドの作品も見慣れてきて、受けとめ方が分かってきた気がするわ笑どストレートであの勢いを受け手が捌き切れるかが分かれ目なんだなたまに変化球があってもいい気はするけど楽しかったな〜RRRは劇場行ってこよ！,2022/11/03
4.8,1前作よりコメディシーンが増えて観やすくなってる。こっちの方が好き。アクションにアイディアが詰まってて楽しい！！1よりだいぶノリがRRRに近くなってる。こんな壮大な世界どーやったら作れるんだよ。構想何年？何十年？そのレベルで複雑なのに分かりやすい！場面場面で観ても楽しめる。むしろ場面場面の楽しさのために複雑なストーリーがあるのか？凄い！圧倒される！！ドラマを進めてる間に同時に次の展開の布石を打ってるからマジで隙がない。ただでさえ長いのに密度はそれ以上。とても映画一本のそれじゃない。なのに全く長く感じない。なにこれマジック？神？多少キャラクターに一貫性がない気はする。コロコロ手のひら返しすぎというか。まあ熱量と勢いで観てる間は全然気になんないけど。,2022/11/03
0.0,骨肉の王位継承争いが洒落にならなくて大変な話。例え神に等しい存在だとしても間違いを認め改める姿勢は忘れてはいけないし、強く正しい心を持っていれば必ず報われるという希望に満ちた映画だった。クライマックス前のタイムジャンプに混乱したけど問題なかった。,2022/11/03
4.3,これはすごい作品。昨日も「ブレット・トレイン」観て、映画には勢いが大事だなあって思ったけど、この作品を観て確信に変わった。映画は勢いが命。力こそパワー。勢いさえあればこのレベルのCGもとんでもアクションも全てが許せてしまうし、なんなら愛おしい。明らかに1作目より金がかかってるなって感じた。バーフバリの肉体えげつい。スクリーン全体が美男美女で埋め尽くされてて幸せだった。インド映画ならではの歌もダンスも最高だった。「RRR」が更に楽しみになった。今すぐ観たい。,2022/11/02
4.0,【最初に前編ダイジェスト流れて嬉しい🐘】今回は《完全版》での鑑賞！やった！🙌🐘完全版！バーフバリの公開当時は含まれていなかったミュージカルシーンを前編21分、後編26分追加した完全版！日本未公開だったシーンが追加になって嬉しい。インド女性の踊りは色っぽくて好き。🐘前編⇔後編もしかしたら日本オリジナルの映像かもしれないんだけど、後編始まる前に前編を5分くらいにまとめたダイジェスト版がナレーション付き（日本語）で流してくれる。人間相関図がゴチャっても情報整理できてめちゃめちゃ助かる。ありがたや。🐘後編のほうが好き前半に比べて華やかで、バーフバリの見せ場もたくさんあって好き。そしてたぶん前回泣いたところと同じシーンで泣いてる😭ーーーーーーーーーーーーーーーー⚠️この先、ネタバレあり⚠️ーーーーーーーーーーーーーーーー🐘おにーちゃんについて想うこと持って生まれたスター性というか、根っから''陽''の性格を持つ人はこの世に存在して、どう頑張ってもこの人には敵わないなって思う気持ちはよく分かる。ましてやそれが弟で、幼い頃からライバルのように扱われたらコンプレックスどんどん大きくなるだろうし、巡り巡ってバーフバリじゃなく○○に執着するのも分かる気がする。この兄、育った環境としてはだいぶ複雑だよね。実母が自分以外の子供を大事にしてたり、実父の偉大さの違いだったり。むしろ王位継承する前から、募る殺意をよく隠して辛抱したねって褒めてあげたい。良くも悪くも心操術にも長けてそうだし、どこかでちゃんと才能を開花させる場所があったら良かったのに。人としてどうかは置いといて、相当な努力家だと思う。🐘その他、いろいろ・後編は嫁姑同士のバチバチがメイン。・どんなときでも嫁の味方するバーフバリ最高。・出た！3本の矢！！！好き！！！・シヴァガミ様が素直に''ごめんなさい''できないときのバーフバリの哀しげな顔よ…😭・縄を使った踊り、ポールダンスぽくてえろい。・細すぎずマッチョでもない抜群のスタイル。スコアは前編3.6→後編4.0くらいかな。最近RRR観たばっかりだからちょっと物足りなさを感じちゃったのかも🤦,2022/11/02
