score,review,date
3.9,祖父にdvdをかしてもらう。俳優さん演技もダンスも上手くて凄すぎる。,2022/09/21
3.5,不良グループの対立が命の争いとなり、憎しみの連鎖を生む。小さな、しょうもない争いにみえるが、どんな戦争もきっかけは小さなしょうもない出来事なんだろうと思った。マリアは憎しみの連鎖を止める役割を担っているが、私はマリアのように強く生きられるだろうか。,2022/09/21
3.0,内容知らず鑑賞した。思ってたよりも重い話やな…そして2h半は長いな…疲れた歌とダンスはすごく良かった。マリアの気持ち考えると…😭,2022/09/19
4.0,音楽も建物とか服装とか全部好き。これぞThe！ミュージカル！って感じ。耳と心に残る音楽が最高,2022/09/18
4.0,今まで見ていなかったのを悔いるくらい、エンターテインメントとして素晴らしかった。聞いたことある曲ばかりだし、ダンスも見ていてワクワクした。移民や人種による分断について私が何を語れるんだろうと恥ずかしくなる。とりあえず名作と言われている映画を見ることから始めよう。「サンセット大通り」も見なきゃ。,2022/09/18
4.2,スピルバーグ版を見る前に見たかったけど、あのときは配信してなかったよね？今回Apple TVで見つけて、新旧両バージョンを見比べてみた。ちなみにオリジナルを見るのは数十年ぶりだと思う。コストも役者の体力や疲労度も無視して延々と撮影を続けたという完璧主義者で粘着質の振付師ジェローム・ロビンスが途中で現場を降ろされたというエピソードも納得の、完璧に作り込まれたダンスシーンはいま見ても迫力で、たいへん見応えがある。マイケル・ジャクソンがマネしたくなった気持ちもよくわかる。→ 『ウエスト・サイド物語』暗黒の時代から完璧主義へ。20世紀を代表する振付家の最高傑作｜CINEMORE（シネモア） https://cinemore.jp/jp/erudition/454/article_466_p1.htmlその一方で、乱闘シーンとバレエ風のダンスが合ってない、というか、そもそも最初から殴り合う気ないでしょ、という演出はやや時代を感じさせる。あと、不思議だったのは、ロミオとジュリエットに当たるトニーとマリアの印象がほとんど残ってなかったのに対して、ベルナルド役のジョージ・チャキリスのイメージだけは鮮烈に脳裏に焼き付いていたということ。今回いろいろ調べてみたら、ジェッツとシャークス（ジェット団とシャーク団の団ってなんだよ笑）のダンスは本物だけど主役級の5人の歌はほとんど吹き替えで、唯一、舞台版のロンドン公演でもリフ役でキャスティングされてたジョージ・チャキリスだけが本人の歌声だと知って、なるほどそういうことかと納得した。トニーとマリアに至っては、歌ばかりかダンスの腕前も二の次だったようで、そういえばこの2人はほとんど踊ってないことに今さらながらに気づいた次第。そういうのって、やっぱり伝わるんだね〜。→ 永遠の名作となった『ウエスト・サイド物語』時代を先取りする革新性と舞台からの完璧な映画化 ｜CINEMORE（シネモア） https://cinemore.jp/jp/erudition/454/article_455_p1.htmlついでに言うと、オリジナルのアニタ役でアカデミー賞助演女優賞を受賞したリタ・モレノがスピルバーグ版に出てることも話題になったけど、あれって、オリジナルでは自分の歌声を使ってもらえなかった彼女がオスカーを手にしたことへの批判を封じ込める意味もあったんだね。今度こそ本物の歌声を披露したよとアピールすることで。△2022/09/16 Apple TV鑑賞。スコア4.2,2022/09/17
0.0,マイリストに入れてたのに配信終了しちゃったからCSで😭リメイクを先に見てたけど音楽とかダンスの良さがそのままで鳥肌たった😭😭差別とか対立とかこの頃からあるのに現在も変わらないところが沢山あって悲劇から学べないのかなと思うお互い命を大切に平和に暮らせる世界になればいいのにな,2022/09/09
5.0,バーンスタインの睨みがきいた鬼気迫る歌声、荒削りに魅せる平面群舞、どこをとっても最高傑作だ～(スピルバーグ版も想像以上によかった！),2022/09/09
4.8,始まりかたやばいくらいかっこいい。スピルバーグ版が素晴らしくて、でも60年代版だけでいいんだっていう人たちの意見をきいてどうしても観なくてはとDVD購入。こりゃたまげた。いやこれスピルバーグ版先に見て正解。,2022/09/02
0.0,高校の授業で見せてもらって、のめり込んだ。トニーとマリアのビジュアルが最強すぎるよ...音楽が良いよ〜、あれくらいの画質も良いよ〜、,2022/08/30
